Ranking,City (State),Overall IDHM,IDHM Wage,IDHM Longevity,IDHM Education
 1665 º, Crixás (GO),708,706,805,625
 1665 º, Mallet (PR),708,681,809,645
 1696 º, Jandaia (GO),707,690,821,625
 1696 º, Rio Novo (MG),707,671,835,631
 1696 º, Sul Brasil (SC),707,713,832,595
 1696 º, Santa Bárbara (MG),707,676,816,642
 1696 º, Várzea (PB),707,619,800,714
 1696 º, Matutina (MG),707,744,859,552
 1696 º, Sarapuí (SP),707,699,814,621
 1696 º, São José do Hortêncio (RS),707,717,824,597
 1696 º, Derrubadas (RS),707,664,846,628
 1696 º, Iracema do Oeste (PR),707,672,836,630
 1696 º, Itaguajé (PR),707,672,791,664
 1696 º, Iguatama (MG),707,695,825,616
 1696 º, Estrela do Norte (GO),707,703,848,593
 1696 º, Áurea (RS),707,715,841,588
 1696 º, Itirapuã (SP),707,673,826,636
 1696 º, Montes Claros de Goiás (GO),707,704,806,622
 1696 º, Rancho Alegre (PR),707,691,808,633
 1696 º, Conselheiro Mairinck (PR),707,675,806,650
 1696 º, Minaçu (GO),707,691,803,637
 1696 º, Arroio do Tigre (RS),707,708,848,589
 1696 º, Leópolis (PR),707,657,812,663
 1696 º, Jaguarão (RS),707,698,832,608
 1696 º, Rio Branco (MT),707,701,817,617
 1696 º, Irati (SC),707,694,836,609
 1720 º, Costa Rica (MS),706,717,811,606
 1720 º, Chuí (RS),706,676,792,658
 1720 º, Planalto (PR),706,704,786,636
 1720 º, Itatinga (SP),706,685,841,610
 1720 º, Doutor Maurício Cardoso (RS),706,707,840,593
 1720 º, Cromínia (GO),706,692,803,634
 1720 º, Santo Antônio do Pinhal (SP),706,685,812,632
 1720 º, Xambrê (PR),706,703,825,606
 1720 º, Laranjeiras do Sul (PR),706,709,835,594
 1720 º, Lapa (PR),706,696,848,595
 1720 º, Hidrolândia (GO),706,707,827,603
 1720 º, Ivaté (PR),706,684,803,641
 1720 º, Campestre da Serra (RS),706,713,886,557
 1720 º, Ibiraci (MG),706,696,855,591
 1720 º, Iporã (PR),706,696,829,611
 1720 º, Douradoquara (MG),706,704,847,591
 1720 º, Princesa (SC),706,701,820,611
 1720 º, Joviânia (GO),706,714,827,595
 1720 º, Caratinga (MG),706,697,836,603
 1720 º, Novo Horizonte (SC),706,700,846,594
 1720 º, Campo Florido (MG),706,735,858,558
 1720 º, Dionísio Cerqueira (SC),706,703,820,610
 1720 º, Caetanópolis (MG),706,674,845,617
 1720 º, Cachoeira de Minas (MG),706,673,821,637
 1720 º, Mossâmedes (GO),706,696,811,623
 1720 º, Capanema (PR),706,719,801,611
 1720 º, Barracão (PR),706,716,833,590
 1720 º, Santa Bárbara de Goiás (GO),706,667,832,635
 1720 º, Campos Novos Paulista (SP),706,670,824,638
 1720 º, Três Barras (SC),706,677,814,639
 1720 º, Cesário Lange (SP),706,715,804,611
 1720 º, Novo Barreiro (RS),706,734,808,594
 1720 º, Paim Filho (RS),706,725,870,558
 1720 º, Coxilha (RS),706,693,866,586
 1720 º, Santa Juliana (MG),706,726,868,558
 1720 º, Santa Cruz de Minas (MG),706,660,839,636
 1756 º, União do Oeste (SC),705,703,823,606
 1756 º, Jesuítas (PR),705,680,839,615
 1756 º, Itamonte (MG),705,695,853,591
 1756 º, Avanhandava (SP),705,688,817,623
 1756 º, Vila Lângaro (RS),705,759,839,551
 1756 º, Santa Rosa do Sul (SC),705,702,806,618
 1756 º, Itaju (SP),705,696,823,613
 1756 º, Ribeirão Grande (SP),705,643,807,676
 1756 º, Inajá (PR),705,676,807,641
 1756 º, Santa Fé (PR),705,721,808,601
 1756 º, Planaltina do Paraná (PR),705,682,795,646
 1756 º, Borebi (SP),705,674,846,615
 1756 º, Restinga (SP),705,664,826,639
 1756 º, Carmo do Paranaíba (MG),705,713,861,571
 1756 º, Belmonte (SC),705,699,820,611
 1756 º, Alto Taquari (MT),705,736,833,571
 1756 º, Santa Rosa da Serra (MG),705,695,866,583
 1756 º, Santa Tereza do Oeste (PR),705,686,808,632
 1756 º, Bofete (SP),705,700,821,609
 1756 º, Guiratinga (MT),705,677,813,637
 1776 º, Siqueira Campos (PR),704,708,839,588
 1776 º, Ibirité (MG),704,673,840,616
 1776 º, Campina Verde (MG),704,714,868,562
 1776 º, São José da Varginha (MG),704,682,857,597
 1776 º, Salto Grande (SP),704,664,825,637
 1776 º, Euclides da Cunha Paulista (SP),704,663,802,655
 1776 º, Parobé (RS),704,700,886,562
 1776 º, Nova Xavantina (MT),704,713,800,613
 1776 º, Araçariguama (SP),704,717,814,597
 1776 º, Quaraí (RS),704,673,852,609
 1776 º, Rancho Alegre D'Oeste (PR),704,673,831,625
 1776 º, Ladário (MS),704,687,822,618
 1776 º, Buritinópolis (GO),704,727,813,591
 1776 º, Cássia (MG),704,723,837,576
 1776 º, Mateus Leme (MG),704,688,839,604
 1776 º, Salto do Itararé (PR),704,661,836,631
 1776 º, Chapadão do Lageado (SC),704,680,833,616
 1776 º, Quissamã (RJ),704,698,821,610
 1776 º, Papanduva (SC),704,691,836,603
 1776 º, Lontras (SC),704,735,820,579
 1776 º, Caçapava do Sul (RS),704,699,855,585
 1776 º, Mirassol D'Oeste (MT),704,723,816,592
 1776 º, Ivolândia (GO),704,680,825,622
 1776 º, Nova Marilândia (MT),704,680,823,623
 1776 º, Tabatinga (SP),704,700,818,609
 1776 º, Palma Sola (SC),704,700,800,622
 1776 º, Santa Mônica (PR),704,698,792,630
 1776 º, Alto Araguaia (MT),704,712,802,612
 1776 º, Campina da Lagoa (PR),704,677,829,623
 1776 º, Boa Esperança (MG),704,694,855,587
 1776 º, Arenápolis (MT),704,677,793,649
 1776 º, Araruna (PR),704,685,785,648
 1776 º, São Pedro do Paraná (PR),704,678,836,616
 1776 º, São Miguel do Iguaçu (PR),704,726,818,588
 1776 º, Canas (SP),704,646,797,677
 1811 º, Tapejara (PR),703,694,819,612
 1811 º, Camapuã (MS),703,715,817,596
 1811 º, Araquari (SC),703,696,830,602
 1811 º, Fernão (SP),703,668,843,617
 1811 º, Coxim (MS),703,719,836,579
 1811 º, Campo Novo (RS),703,677,866,593
 1811 º, Pontes E Lacerda (MT),703,711,807,605
 1811 º, Maria Helena (PR),703,680,842,607
 1811 º, Iguatu (PR),703,672,812,637
 1811 º, Jeriquara (SP),703,680,814,628
 1811 º, Palma (MG),703,663,841,623
 1811 º, Ibaté (SP),703,681,814,627
 1811 º, Três Palmeiras (RS),703,747,832,560
 1811 º, Riolândia (SP),703,677,817,629
 1811 º, Caseiros (RS),703,696,833,600
 1811 º, Lagoa Formosa (MG),703,717,832,582
 1811 º, Conceição dos Ouros (MG),703,668,842,618
 1811 º, Entre Rios do Sul (RS),703,709,857,572
 1811 º, Boa Vista do Cadeado (RS),703,692,851,590
 1811 º, São Pedro do Turvo (SP),703,661,826,636
 1811 º, Guarantã do Norte (MT),703,692,826,609
 1811 º, Uruana (GO),703,665,824,634
 1811 º, Perdigão (MG),703,711,843,579
 1811 º, Itararé (SP),703,668,803,649
 1811 º, Castro (PR),703,704,823,600
 1811 º, Iporanga (SP),703,637,816,668
 1811 º, Guaçuí (ES),703,691,846,595
 1811 º, Goianápolis (GO),703,678,825,620
 1811 º, Porangaba (SP),703,696,864,578
 1811 º, Macuco (RJ),703,687,801,631
 1811 º, Francisco Morato (SP),703,659,815,647
 1842 º, Pitanga (PR),702,696,802,621
 1842 º, Botelhos (MG),702,702,868,568
 1842 º, Inhaúma (MG),702,657,845,624
 1842 º, Edealina (GO),702,722,808,594
 1842 º, Guapirama (PR),702,666,805,645
 1842 º, Ariquemes (RO),702,716,806,600
 1842 º, Baixo Guandu (ES),702,670,811,637
 1842 º, Itaguaçu (ES),702,672,802,641
 1842 º, Nonoai (RS),702,703,833,591
 1842 º, Muitos Capões (RS),702,711,873,558
 1842 º, Paraíba do Sul (RJ),702,697,812,610
 1842 º, Campos Altos (MG),702,690,860,582
 1842 º, Luiziânia (SP),702,682,815,623
 1842 º, Pontalinda (SP),702,677,847,604
 1842 º, Viadutos (RS),702,715,864,561
 1842 º, Santo Antônio da Alegria (SP),702,690,830,604
 1842 º, Adelândia (GO),702,664,836,622
 1842 º, Vitorino (PR),702,728,818,582
 1842 º, Nortelândia (MT),702,653,793,668
 1842 º, Morro Redondo (RS),702,719,864,557
 1842 º, Maria da Fé (MG),702,646,842,637
 1842 º, Dionísio (MG),702,651,821,647
 1842 º, Correia Pinto (SC),702,701,804,614
 1842 º, Santo Antônio de Posse (SP),702,718,838,576
 1866 º, Mariana Pimentel (RS),701,701,866,568
 1866 º, Ribeirão do Pinhal (PR),701,684,824,611
 1866 º, Presidente Olegário (MG),701,679,831,611
 1866 º, Patos (PB),701,667,821,628
 1866 º, Indiara (GO),701,694,837,593
 1866 º, Araguainha (MT),701,650,844,627
 1866 º, Marcelândia (MT),701,700,813,604
 1866 º, Centenário (RS),701,707,856,569
 1866 º, Florestópolis (PR),701,682,807,625
 1866 º, Primeiro de Maio (PR),701,695,826,599
 1866 º, Alto Garças (MT),701,707,835,583
 1866 º, Eusébio (CE),701,700,794,621
 1866 º, Senador Canedo (GO),701,676,827,617
 1866 º, Campo Magro (PR),701,685,828,607
 1866 º, Braganey (PR),701,689,797,627
 1866 º, Bom Jesus de Goiás (GO),701,699,860,573
 1866 º, Luziânia (GO),701,689,831,602
 1866 º, Travesseiro (RS),701,735,839,559
 1866 º, Brasilândia (MS),701,721,837,570
 1866 º, Dona Eusébia (MG),701,684,841,598
 1866 º, Taquarituba (SP),701,700,811,606
 1866 º, Tabaí (RS),701,694,834,595
 1866 º, São Sebastião da Grama (SP),701,689,820,609
 1866 º, Brazabrantes (GO),701,677,826,615
 1866 º, Colinas do Tocantins (TO),701,690,814,614
 1866 º, Barra Bonita (SC),701,692,830,599
 1866 º, Santa Terezinha de Goiás (GO),701,647,826,644
 1866 º, Ipameri (GO),701,711,823,588
 1866 º, Morro Grande (SC),701,742,847,548
 1866 º, Guaranésia (MG),701,693,845,589
 1866 º, Nanuque (MG),701,666,850,609
 1866 º, Santa Rosa de Goiás (GO),701,643,844,635
 1866 º, Nova Ponte (MG),701,734,835,562
 1866 º, Ponta Porã (MS),701,708,812,598
 1866 º, Dianópolis (TO),701,673,822,624
 1866 º, Teófilo Otoni (MG),701,698,824,598
 1866 º, Pratânia (SP),701,681,798,633
 1866 º, Castelândia (GO),701,724,823,578
 1904 º, Sangão (SC),700,725,853,554
 1904 º, Joaquim Távora (PR),700,699,801,613
 1904 º, Paraíso (SC),700,728,833,565
 1904 º, Salgado Filho (PR),700,682,831,604
 1904 º, Rolim de Moura (RO),700,709,808,598
 1904 º, Americano do Brasil (GO),700,669,813,631
 1904 º, Cacequi (RS),700,680,807,626
 1904 º, Boqueirão do Leão (RS),700,725,843,562
 1904 º, Conceição do Pará (MG),700,687,850,588
 1904 º, Alto Alegre (SP),700,683,817,616
 1904 º, Floriano (PI),700,676,802,633
 1904 º, Carmópolis de Minas (MG),700,694,850,582
 1904 º, Aurilândia (GO),700,661,836,620
 1904 º, São Tomás de Aquino (MG),700,692,874,568
 1904 º, Santa Mariana (PR),700,684,804,624
 1904 º, Bocaiúva (MG),700,648,822,644
 1904 º, Pérola (PR),700,704,804,607
 1904 º, Andrelândia (MG),700,675,818,621
 1904 º, Naviraí (MS),700,715,803,597
 1904 º, Boa Esperança do Iguaçu (PR),700,673,848,602
 1904 º, Piraquara (PR),700,689,869,574
 1904 º, Vidal Ramos (SC),700,728,802,588
 1904 º, Corumbá (MS),700,701,834,586
 1904 º, Santo Antônio de Jesus (BA),700,677,815,622
 1904 º, Porto Amazonas (PR),700,708,815,595
 1904 º, Ubiretama (RS),700,691,809,613
 1904 º, Ubarana (SP),700,672,844,604
 1904 º, Juquiá (SP),700,654,823,637
 1904 º, São Roque do Canaã (ES),700,686,803,623
 1904 º, Cachoeiras de Macacu (RJ),700,695,817,603
 1934 º, Nobres (MT),699,675,827,611
 1934 º, Novo Brasil (GO),699,691,828,598
 1934 º, Jaraguá (GO),699,692,841,588
 1934 º, Trindade (GO),699,682,822,608
 1934 º, Bom Retiro (SC),699,704,869,559
 1934 º, Silvianópolis (MG),699,706,865,559
 1934 º, Vargem (SP),699,690,839,591
 1934 º, Oliveira (MG),699,691,842,587
 1934 º, Brochier (RS),699,723,851,554
 1934 º, Cruz das Almas (BA),699,659,796,650
 1934 º, Irineópolis (SC),699,720,836,567
 1934 º, Barbosa (SP),699,676,843,599
 1934 º, Douradina (MS),699,706,809,597
 1934 º, Suzanápolis (SP),699,665,813,631
 1934 º, Saudade do Iguaçu (PR),699,695,803,611
 1934 º, Madre de Deus de Minas (MG),699,667,856,598
 1934 º, Mário Campos (MG),699,680,833,604
 1934 º, Cláudia (MT),699,719,809,586
 1934 º, Alvorada (RS),699,694,874,564
 1934 º, Almirante Tamandaré (PR),699,706,840,575
 1934 º, Tomazina (PR),699,661,829,622
 1934 º, Vera Cruz do Oeste (PR),699,702,811,601
 1934 º, Cristalina (GO),699,716,814,587
 1934 º, Cambuquira (MG),699,691,856,577
 1934 º, Novo Alegre (TO),699,642,812,654
 1934 º, São Gabriel (RS),699,711,822,585
 1934 º, Capela do Alto (SP),699,673,823,617
 1934 º, Rosário do Sul (RS),699,705,841,576
 1934 º, Marzagão (GO),699,692,822,601
 1934 º, Anchieta (SC),699,703,800,608
 1934 º, Maximiliano de Almeida (RS),699,699,825,591
 1934 º, Caiçara (RS),699,721,817,580
 1934 º, Urupema (SC),699,667,823,622
 1934 º, Joanópolis (SP),699,707,824,585
 1934 º, Lavras do Sul (RS),699,683,868,577
 1969 º, Palmeiras de Goiás (GO),698,698,815,598
 1969 º, Bela Vista (MS),698,699,830,585
 1969 º, Araújos (MG),698,694,855,574
 1969 º, Arroio dos Ratos (RS),698,700,833,583
 1969 º, Santana da Vargem (MG),698,681,850,587
 1969 º, Campestre (MG),698,712,843,566
 1969 º, Ribeira (SP),698,635,797,673
 1969 º, Claraval (MG),698,687,848,584
 1969 º, Cachoeira Dourada (GO),698,703,804,602
 1969 º, Guaraci (PR),698,693,821,598
 1969 º, Major Gercino (SC),698,738,818,563
 1969 º, Picos (PI),698,684,800,621
 1969 º, Santa Cecília (SC),698,697,819,597
 1969 º, Corumbaíba (GO),698,703,831,582
 1969 º, Passo do Sobrado (RS),698,726,851,551
 1969 º, Candiota (RS),698,704,860,562
 1969 º, Mariópolis (PR),698,717,804,591
 1969 º, Porto Mauá (RS),698,672,831,608
 1969 º, Terra Nova do Norte (MT),698,692,815,602
 1969 º, Água Doce (SC),698,724,820,574
 1969 º, Igarapé (MG),698,686,844,588
 1969 º, Jerônimo Monteiro (ES),698,685,844,589
 1969 º, Fazenda Vilanova (RS),698,726,841,557
 1969 º, Nova América da Colina (PR),698,655,809,643
 1969 º, Guapimirim (RJ),698,692,812,604
 1969 º, Abaeté (MG),698,720,848,556
 1995 º, Camaquã (RS),697,715,819,578
 1995 º, Aparecida do Taboado (MS),697,717,804,588
 1995 º, Miracatu (SP),697,645,803,655
 1995 º, Areias (SP),697,627,803,672
 1995 º, Pinhalão (PR),697,679,828,601
 1995 º, Soledade de Minas (MG),697,673,831,606
 1995 º, Damolândia (GO),697,688,819,600
 1995 º, João Pinheiro (MG),697,683,788,630
 1995 º, Potim (SP),697,651,806,646
 1995 º, Aloândia (GO),697,694,834,585
 1995 º, Cambará do Sul (RS),697,705,838,574
 1995 º, Maratá (RS),697,729,862,540
 1995 º, Ingaí (MG),697,694,858,569
 1995 º, Angélica (MS),697,692,839,582
 1995 º, Caiuá (SP),697,665,802,635
 1995 º, Fátima (TO),697,653,813,638
 1995 º, Combinado (TO),697,649,815,639
 1995 º, Canelinha (SC),697,723,865,542
 1995 º, Dona Francisca (RS),697,718,831,568
 1995 º, Comendador Gomes (MG),697,703,850,566
 1995 º, Porciúncula (RJ),697,698,802,606
 1995 º, Guzolândia (SP),697,676,808,621
 1995 º, Petrolina (PE),697,695,799,611
 1995 º, São Luís do Paraitinga (SP),697,691,826,593
 1995 º, Arantina (MG),697,633,834,641
 1995 º, São Miguel do Passa Quatro (GO),697,681,802,619
 1995 º, Carandaí (MG),697,663,821,622
 1995 º, Turvânia (GO),697,679,820,609
 1995 º, Tapira (PR),697,689,794,619
 1995 º, Manhumirim (MG),697,679,846,589
 1995 º, Bom Jesus do Sul (PR),697,640,805,656
 1995 º, Guapó (GO),697,708,826,580
 1995 º, Rio das Antas (SC),697,727,820,569
 2028 º, Santo Antônio do Caiuá (PR),696,650,820,632
 2028 º, Balneário Pinhal (RS),696,710,836,567
 2028 º, Coronel Martins (SC),696,678,816,609
 2028 º, Bom Jardim da Serra (SC),696,710,835,568
 2028 º, Abelardo Luz (SC),696,684,852,578
 2028 º, Santa Izabel do Oeste (PR),696,677,826,603
 2028 º, Japira (PR),696,675,827,603
 2028 º, Janiópolis (PR),696,688,826,593
 2028 º, Barbosa Ferraz (PR),696,667,808,625
 2028 º, Balsa Nova (PR),696,707,823,579
 2028 º, Alto Paraná (PR),696,679,846,587
 2028 º, São Jerônimo (RS),696,734,822,560
 2028 º, Pracinha (SP),696,658,814,629
 2028 º, Pedro de Toledo (SP),696,654,812,634
 2028 º, Brasnorte (MT),696,695,850,571
 2028 º, Cruzeiro da Fortaleza (MG),696,720,832,562
 2028 º, Estrela do Sul (MG),696,694,840,579
 2028 º, Fortuna de Minas (MG),696,651,845,613
 2028 º, Ipiaçu (MG),696,680,814,610
 2028 º, Espírito Santo do Turvo (SP),696,675,819,609
 2028 º, Janaúba (MG),696,654,796,649
 2028 º, Morada Nova de Minas (MG),696,688,830,590
 2028 º, Serra do Salitre (MG),696,722,852,549
 2028 º, Tocos do Moji (MG),696,661,808,631
 2028 º, Turvolândia (MG),696,707,829,576
 2028 º, Vargem Bonita (MG),696,667,847,597
 2028 º, Marataízes (ES),696,676,847,588
 2028 º, Marilândia (ES),696,668,823,612
 2028 º, Carmo (RJ),696,683,813,608
 2028 º, Ipiranga de Goiás (GO),696,643,816,642
 2028 º, Moiporá (GO),696,652,818,632
 2059 º, Tuneiras do Oeste (PR),695,662,805,629
 2059 º, Araçaí (MG),695,659,805,632
 2059 º, Capim Branco (MG),695,664,837,604
 2059 º, Morro Agudo de Goiás (GO),695,644,826,630
 2059 º, Areiópolis (SP),695,686,823,594
 2059 º, Iraí de Minas (MG),695,705,847,563
 2059 º, Prata (MG),695,736,852,536
 2059 º, Anahy (PR),695,671,844,593
 2059 º, Sarandi (PR),695,681,850,579
 2059 º, Cruzília (MG),695,671,853,587
 2059 º, Elias Fausto (SP),695,701,822,583
 2059 º, Carangola (MG),695,699,837,573
 2059 º, Ouro Verde (SC),695,696,790,611
 2059 º, São João do Sul (SC),695,682,840,587
 2059 º, Cristiano Otoni (MG),695,651,823,626
 2059 º, Alegria (RS),695,717,818,572
 2059 º, Tabaporã (MT),695,679,826,598
 2059 º, Pinhal de São Bento (PR),695,669,801,626
 2059 º, Tapes (RS),695,699,862,556
 2078 º, José Boiteux (SC),694,689,841,578
 2078 º, Campo Alegre de Goiás (GO),694,702,811,586
 2078 º, Camaçari (BA),694,681,798,616
 2078 º, Astolfo Dutra (MG),694,686,858,567
 2078 º, Piên (PR),694,677,802,616
 2078 º, São João da Urtiga (RS),694,702,828,575
 2078 º, Heitoraí (GO),694,661,814,620
 2078 º, Paraopeba (MG),694,674,793,625
 2078 º, Juazeiro do Norte (CE),694,644,810,642
 2078 º, Arvorezinha (RS),694,713,817,575
 2078 º, Deodápolis (MS),694,693,810,595
 2078 º, Santana de Cataguases (MG),694,643,793,655
 2078 º, Clevelândia (PR),694,718,813,573
 2078 º, Goianira (GO),694,674,831,596
 2078 º, Abdon Batista (SC),694,660,812,625
 2078 º, Nova Alvorada do Sul (MS),694,746,809,554
 2078 º, Itambaracá (PR),694,664,789,639
 2078 º, Urubici (SC),694,722,823,562
 2078 º, Tupanci do Sul (RS),694,688,818,595
 2078 º, Muqui (ES),694,673,802,619
 2078 º, Coqueiral (MG),694,663,838,601
 2078 º, São José do Seridó (RN),694,634,815,647
 2078 º, Governador Lindenberg (ES),694,669,823,608
 2078 º, Cajati (SP),694,658,832,611
 2078 º, Cabrália Paulista (SP),694,667,811,619
 2078 º, Agudo (RS),694,752,847,524
 2078 º, Pequeri (MG),694,692,868,557
 2105 º, Itaboraí (RJ),693,690,813,593
 2105 º, Guimarânia (MG),693,681,825,592
 2105 º, Aparecida do Rio Doce (GO),693,700,814,583
 2105 º, Senador Salgado Filho (RS),693,701,817,581
 2105 º, Aporé (GO),693,692,823,584
 2105 º, Itarumã (GO),693,769,861,503
 2105 º, Paraty (RJ),693,726,842,544
 2105 º, São Patrício (GO),693,668,833,597
 2105 º, Independência (RS),693,711,813,576
 2105 º, Araçu (GO),693,686,838,578
 2105 º, Lagoinha (SP),693,686,797,609
 2105 º, Sulina (PR),693,684,854,570
 2105 º, Guairaçá (PR),693,698,829,574
 2105 º, Rianápolis (GO),693,674,840,587
 2105 º, Natércia (MG),693,677,805,612
 2105 º, Ipanema (MG),693,670,848,586
 2105 º, Porto Lucena (RS),693,700,827,575
 2105 º, Itiquira (MT),693,694,812,591
 2105 º, Pirenópolis (GO),693,678,813,604
 2105 º, Ponte Serrada (SC),693,690,790,610
 2105 º, São João do Ivaí (PR),693,677,803,611
 2105 º, Barra do Bugres (MT),693,684,818,595
 2105 º, Rio Pardo (RS),693,702,846,560
 2105 º, Cafeara (PR),693,683,811,602
 2105 º, Caiapônia (GO),693,701,808,588
 2105 º, Canarana (MT),693,735,825,549
 2105 º, Itaguari (GO),693,683,817,596
 2105 º, Itaberá (SP),693,652,803,636
 2105 º, São José da Bela Vista (SP),693,679,844,580
 2134 º, Cristais (MG),692,736,859,525
 2134 º, Caarapó (MS),692,676,828,592
 2134 º, Ribeirãozinho (MT),692,694,802,595
 2134 º, Inconfidentes (MG),692,688,843,572
 2134 º, São Sebastião da Bela Vista (MG),692,687,848,569
 2134 º, Recreio (MG),692,668,841,589
 2134 º, Machadinho (RS),692,711,807,577
 2134 º, Cerejeiras (RO),692,688,799,602
 2134 º, Campos Belos (GO),692,661,815,616
 2134 º, Querência (MT),692,701,837,565
 2134 º, Santana (AP),692,654,794,638
 2134 º, Bandeira do Sul (MG),692,681,802,608
 2134 º, Cafezal do Sul (PR),692,686,792,611
 2134 º, São Paulo das Missões (RS),692,688,825,584
 2134 º, Feliz Natal (MT),692,737,819,548
 2134 º, Bom Sucesso (MG),692,680,808,602
 2134 º, Inaciolândia (GO),692,683,822,591
 2134 º, Aperibé (RJ),692,670,785,631
 2134 º, Camaragibe (PE),692,656,805,628
 2134 º, Ouro Verde (SP),692,666,814,612
 2134 º, Doresópolis (MG),692,652,869,585
 2134 º, Romelândia (SC),692,738,800,561
 2134 º, Brazópolis (MG),692,697,841,566
