Ranking,City (State),Overall IDHM,IDHM Wage,IDHM Longevity,IDHM Education
 1107 º, Ipaussu (SP),727,713,828,650
 1107 º, Governador Valadares (MG),727,714,834,644
 1133 º, Irati (PR),726,715,835,640
 1133 º, Jacutinga (RS),726,703,855,636
 1133 º, Nova Guataporanga (SP),726,707,842,644
 1133 º, Tarabai (SP),726,666,823,697
 1133 º, Cachoeira Dourada (MG),726,695,850,648
 1133 º, Munhoz de Melo (PR),726,704,856,634
 1133 º, Itapuranga (GO),726,700,837,653
 1133 º, Ermo (SC),726,708,808,670
 1133 º, Sapucaia do Sul (RS),726,726,844,624
 1133 º, Iguape (SP),726,691,847,653
 1133 º, Casimiro de Abreu (RJ),726,734,811,642
 1133 º, Itumirim (MG),726,675,840,675
 1133 º, Castelo (ES),726,703,852,639
 1133 º, São Martinho (RS),726,734,830,628
 1133 º, Além Paraíba (MG),726,713,857,626
 1133 º, Ibiporã (PR),726,720,821,647
 1133 º, Pérola D'Oeste (PR),726,697,809,679
 1133 º, Camboriú (SC),726,736,866,600
 1133 º, Leopoldina (MG),726,696,867,635
 1133 º, Ibiraçu (ES),726,733,835,625
 1133 º, Murutinga do Sul (SP),726,703,847,643
 1154 º, Pacaembu (SP),725,717,843,631
 1154 º, Matelândia (PR),725,715,831,642
 1154 º, Carrancas (MG),725,687,877,632
 1154 º, Pinhalzinho (SP),725,707,808,666
 1154 º, Valparaíso (SP),725,719,825,643
 1154 º, Pará de Minas (MG),725,715,848,628
 1154 º, São Manoel do Paraná (PR),725,721,825,640
 1154 º, São Tomé (PR),725,707,816,660
 1154 º, Sertaneja (PR),725,724,809,651
 1154 º, Pitangui (MG),725,711,870,617
 1154 º, Miraguaí (RS),725,744,837,613
 1154 º, Andirá (PR),725,690,838,660
 1154 º, Itapuí (SP),725,716,841,633
 1154 º, Agrolândia (SC),725,727,827,633
 1154 º, Anhangüera (GO),725,724,802,657
 1154 º, Vitória Brasil (SP),725,686,811,685
 1154 º, Araputanga (MT),725,704,826,655
 1154 º, Ilha Comprida (SP),725,696,823,666
 1154 º, Paulo de Faria (SP),725,721,800,662
 1154 º, Santa Bárbara do Sul (RS),725,716,841,634
 1154 º, Santa Cecília do Sul (RS),725,781,839,581
 1154 º, Pontão (RS),725,708,864,623
 1154 º, Garuva (SC),725,717,830,640
 1154 º, Guapiaçu (SP),725,728,866,605
 1154 º, Ibiam (SC),725,737,820,631
 1154 º, Goiatuba (GO),725,737,825,627
 1154 º, Três Rios (RJ),725,725,801,656
 1154 º, Itapaci (GO),725,720,844,626
 1154 º, Alpinópolis (MG),725,703,862,629
 1154 º, Barrinha (SP),725,711,829,646
 1154 º, Cambira (PR),725,702,835,651
 1154 º, Ponte Preta (RS),725,727,874,600
 1154 º, Clementina (SP),725,704,821,660
 1154 º, São José do Sul (RS),725,774,836,590
 1154 º, Dois Córregos (SP),725,725,853,616
 1154 º, Pontal (SP),725,718,838,633
 1154 º, Loanda (PR),725,724,815,645
 1191 º, Arapuá (MG),724,718,871,608
 1191 º, Doutor Ricardo (RS),724,749,855,593
 1191 º, Santa Helena de Goiás (GO),724,734,823,627
 1191 º, Monte Sião (MG),724,732,878,590
 1191 º, Lupércio (SP),724,679,830,674
 1191 º, Botuverá (SC),724,741,848,604
 1191 º, Florestal (MG),724,728,845,617
 1191 º, São João Batista do Glória (MG),724,713,845,631
 1191 º, Ivorá (RS),724,712,886,602
 1191 º, Indianópolis (PR),724,707,835,642
 1191 º, Mesópolis (SP),724,674,847,666
 1191 º, Luz (MG),724,723,833,630
 1191 º, Douradina (PR),724,721,818,644
 1191 º, Ronda Alta (RS),724,729,867,600
 1191 º, Santo Antônio do Monte (MG),724,736,840,615
 1191 º, Guaíra (PR),724,739,836,615
 1191 º, Ibiraiaras (RS),724,739,835,615
 1191 º, Paço do Lumiar (MA),724,646,796,739
 1191 º, Angra dos Reis (RJ),724,740,846,605
 1191 º, São João da Paraúna (GO),724,699,818,664
 1191 º, Itirapina (SP),724,734,813,636
 1191 º, Linhares (ES),724,721,834,630
 1191 º, Mirante do Paranapanema (SP),724,670,841,674
 1191 º, Ubá (MG),724,727,841,620
 1191 º, Marcelino Ramos (RS),724,735,834,618
 1191 º, Carvalhópolis (MG),724,688,850,648
 1217 º, Diamante do Norte (PR),723,699,824,657
 1217 º, Sertanópolis (PR),723,719,804,655
 1217 º, Jaci (SP),723,700,818,659
 1217 º, Itapagipe (MG),723,728,861,603
 1217 º, Porto Xavier (RS),723,687,876,628
 1217 º, Seberi (RS),723,706,865,620
 1217 º, Formosa do Oeste (PR),723,692,836,652
 1217 º, Capinópolis (MG),723,747,841,601
 1217 º, Rinópolis (SP),723,696,843,644
 1217 º, Santo Antônio de Goiás (GO),723,687,832,662
 1217 º, Barra do Rio Azul (RS),723,703,842,638
 1217 º, Arapoti (PR),723,715,823,643
 1217 º, Coronel Vivida (PR),723,714,810,653
 1217 º, Pitangueiras (SP),723,699,830,651
 1217 º, Águas Mornas (SC),723,731,853,606
 1217 º, Juruaia (MG),723,794,860,553
 1217 º, Peabiru (PR),723,727,826,629
 1217 º, Gastão Vidigal (SP),723,727,817,635
 1217 º, São Francisco (SP),723,705,814,658
 1217 º, Erval Velho (SC),723,736,868,592
 1217 º, Cruzeiro do Sul (RS),723,746,833,607
 1217 º, Taciba (SP),723,682,809,684
 1217 º, Bom Progresso (RS),723,700,840,643
 1217 º, Pirajuba (MG),723,748,858,588
 1217 º, Vespasiano Correa (RS),723,758,855,584
 1217 º, Santa Cecília do Pavão (PR),723,681,838,661
 1217 º, Perdizes (MG),723,752,880,571
 1244 º, Engenheiro Paulo de Frontin (RJ),722,674,805,694
 1244 º, São Sebastião do Paraíso (MG),722,735,836,613
 1244 º, Iraceminha (SC),722,710,845,628
 1244 º, Alvinlândia (SP),722,721,791,659
 1244 º, Arco-Íris (SP),722,671,809,694
 1244 º, Panorama (SP),722,724,814,639
 1244 º, Virmond (PR),722,708,848,628
 1244 º, Palminópolis (GO),722,718,833,630
 1244 º, Trabiju (SP),722,666,811,697
 1244 º, Água Limpa (GO),722,691,821,663
 1244 º, São Jorge D'Oeste (PR),722,705,813,656
 1244 º, Califórnia (PR),722,718,821,638
 1244 º, Cardoso (SP),722,695,853,636
 1244 º, Canápolis (MG),722,721,872,598
 1244 º, Ouro Fino (MG),722,703,861,622
 1244 º, Realeza (PR),722,720,830,630
 1244 º, Cosmorama (SP),722,705,849,630
 1244 º, Marmeleiro (PR),722,730,842,613
 1244 º, Queluz (SP),722,665,823,687
 1244 º, Nova Esperança (PR),722,723,829,628
 1244 º, Palmares Paulista (SP),722,698,837,645
 1244 º, Barão de Cocais (MG),722,679,858,647
 1266 º, Uraí (PR),721,698,821,655
 1266 º, Igrejinha (RS),721,749,876,571
 1266 º, Nova Andradina (MS),721,716,850,616
 1266 º, Marumbi (PR),721,705,826,643
 1266 º, Moema (MG),721,703,848,629
 1266 º, Curitibanos (SC),721,716,846,620
 1266 º, Lavínia (SP),721,698,820,655
 1266 º, Pratinha (MG),721,710,871,607
 1266 º, Parisi (SP),721,720,842,619
 1266 º, Altônia (PR),721,690,848,641
 1266 º, Martinópolis (SP),721,703,832,641
 1266 º, Alegre (ES),721,708,839,630
 1266 º, Paranaíba (MS),721,727,823,627
 1266 º, Nerópolis (GO),721,681,820,671
 1266 º, Ribeirão dos Índios (SP),721,661,809,701
 1266 º, Jaguaruna (SC),721,719,830,628
 1266 º, Ângulo (PR),721,705,827,644
 1266 º, Maceió (AL),721,739,799,635
 1266 º, Vacaria (RS),721,740,838,605
 1266 º, Santa Rita do Sapucaí (MG),721,727,830,620
 1266 º, Japaraíba (MG),721,677,844,656
 1266 º, Rubiácea (SP),721,684,820,668
 1266 º, Aparecida D'Oeste (SP),721,697,804,670
 1266 º, Anhembi (SP),721,681,863,637
 1266 º, Uchoa (SP),721,708,823,644
 1266 º, Kaloré (PR),721,673,848,657
 1266 º, Barreiras (BA),721,695,807,668
 1266 º, Cascalho Rico (MG),721,734,845,604
 1266 º, Capão Bonito (SP),721,675,826,671
 1266 º, Cambará (PR),721,711,818,645
 1266 º, Glória de Dourados (MS),721,705,822,648
 1266 º, Piranhas (GO),721,699,848,631
 1266 º, Giruá (RS),721,707,842,629
 1266 º, Piracanjuba (GO),721,720,870,599
 1266 º, Monsenhor Paulo (MG),721,682,839,654
 1301 º, Pouso Redondo (SC),720,728,857,598
 1301 º, São Simão (GO),720,756,825,599
 1301 º, Inhumas (GO),720,718,842,618
 1301 º, Ivinhema (MS),720,715,850,615
 1301 º, São Valentim (RS),720,745,820,612
 1301 º, Pinhal (RS),720,701,852,624
 1301 º, Palmitinho (RS),720,707,836,632
 1301 º, Faxinal do Soturno (RS),720,732,854,597
 1301 º, Mossoró (RN),720,694,811,663
 1301 º, André da Rocha (RS),720,738,837,605
 1301 º, Timbé do Sul (SC),720,721,856,606
 1301 º, Campina Grande (PB),720,702,812,654
 1301 º, Passo de Torres (SC),720,695,869,618
 1301 º, Verê (PR),720,709,840,626
 1301 º, Uniflor (PR),720,690,826,655
 1301 º, Santa Isabel do Ivaí (PR),720,697,817,656
 1301 º, Ourizona (PR),720,721,803,644
 1301 º, Fazenda Rio Grande (PR),720,713,847,617
 1301 º, Boa Esperança (PR),720,687,808,673
 1301 º, São João das Duas Pontes (SP),720,675,806,686
 1301 º, São Bento do Sapucaí (SP),720,719,812,638
 1301 º, Itapeva (MG),720,699,878,607
 1301 º, Lutécia (SP),720,670,846,659
 1301 º, Matias Barbosa (MG),720,703,862,616
 1301 º, Paiva (MG),720,657,845,672
 1301 º, Itapura (SP),720,682,813,673
 1301 º, Icém (SP),720,716,806,646
 1301 º, Paracambi (RJ),720,689,812,666
 1301 º, Caconde (SP),720,701,858,620
 1301 º, Cananéia (SP),720,677,851,649
 1331 º, Ouro Verde de Goiás (GO),719,672,821,674
 1331 º, Itaporanga (SP),719,681,835,653
 1331 º, São José dos Quatro Marcos (MT),719,707,816,643
 1331 º, Cruzaltense (RS),719,724,849,605
 1331 º, Jupiá (SC),719,708,862,610
 1331 º, Mamborê (PR),719,698,821,649
 1331 º, Iperó (SP),719,680,814,672
 1331 º, Rubiataba (GO),719,686,814,666
 1331 º, Caibaté (RS),719,709,857,611
 1331 º, Gavião Peixoto (SP),719,687,802,676
 1331 º, São João de Meriti (RJ),719,693,831,646
 1331 º, Ciríaco (RS),719,724,855,600
 1331 º, Barão de Cotegipe (RS),719,745,842,593
 1331 º, Guaraçaí (SP),719,699,803,663
 1331 º, Platina (SP),719,691,824,652
 1331 º, Planalto (SP),719,683,853,639
 1331 º, São Mateus do Sul (PR),719,711,838,623
 1331 º, Alto Horizonte (GO),719,709,841,624
 1331 º, Guaporema (PR),719,686,808,671
 1331 º, Itaberaí (GO),719,735,828,610
 1331 º, Angatuba (SP),719,693,827,648
 1331 º, Celso Ramos (SC),719,651,826,692
 1331 º, Tramandaí (RS),719,727,842,606
 1331 º, Coroados (SP),719,704,816,648
 1331 º, Novais (SP),719,712,822,634
 1331 º, Dores do Indaiá (MG),719,710,840,623
 1331 º, Tupaciguara (MG),719,711,863,605
 1331 º, Salmourão (SP),719,678,846,649
 1331 º, Guariba (SP),719,712,811,645
 1331 º, Mombuca (SP),719,746,820,607
 1331 º, Paraibuna (SP),719,709,815,642
 1362 º, Praia Grande (SC),718,692,840,636
 1362 º, Itauçu (GO),718,697,833,638
 1362 º, Conquista D'Oeste (MT),718,707,807,650
 1362 º, Diamantino (MT),718,714,831,625
 1362 º, Ananindeua (PA),718,684,821,658
 1362 º, Aparecida de Goiânia (GO),718,716,834,620
 1362 º, Salto do Lontra (PR),718,707,839,625
 1362 º, Três Cachoeiras (RS),718,722,847,606
 1362 º, Tombos (MG),718,699,871,607
 1362 º, Nova Santa Rita (RS),718,716,853,606
 1362 º, Tupandi (RS),718,742,836,597
 1362 º, Santo Antônio da Platina (PR),718,733,817,617
 1362 º, Palmeira (PR),718,725,826,618
 1362 º, Dobrada (SP),718,691,818,655
 1362 º, Cariacica (ES),718,699,844,628
 1362 º, Cacoal (RO),718,727,821,620
 1362 º, Fundão (ES),718,708,839,623
 1362 º, Guará (SP),718,710,826,630
 1362 º, Araruama (RJ),718,714,839,617
 1362 º, Vargem Bonita (SC),718,705,801,656
 1362 º, Mandaguaçu (PR),718,717,825,625
 1362 º, Paulistânia (SP),718,683,817,663
 1362 º, Lagamar (MG),718,692,839,637
 1362 º, Jussara (PR),718,716,835,619
 1362 º, Paial (SC),718,705,847,620
 1362 º, Mariápolis (SP),718,684,830,651
 1362 º, Jaboti (PR),718,699,827,640
 1362 º, Ibiá (MG),718,736,877,573
 1362 º, Nova Veneza (GO),718,671,837,660
 1362 º, Campina Grande do Sul (PR),718,712,860,605
 1362 º, Bom Jesus (SC),718,740,827,606
 1362 º, Santo Antônio de Pádua (RJ),718,709,806,648
 1362 º, Narandiba (SP),718,659,839,670
 1362 º, Itaguaru (GO),718,689,828,648
 1362 º, Cidade Gaúcha (PR),718,712,805,645
 1362 º, Mineiros (GO),718,753,840,584
 1398 º, Cidade Ocidental (GO),717,706,814,641
 1398 º, Viamão (RS),717,720,866,591
 1398 º, Borrazópolis (PR),717,695,838,633
 1398 º, Santo Antônio da Patrulha (RS),717,718,866,594
 1398 º, Ocauçu (SP),717,679,830,653
 1398 º, Guatambú (SC),717,716,823,626
 1398 º, Mato Queimado (RS),717,702,870,603
 1398 º, Ponte Nova (MG),717,714,848,608
 1398 º, Paranapanema (SP),717,697,839,631
 1398 º, Itobi (SP),717,697,820,646
 1398 º, Engenho Velho (RS),717,735,821,611
 1398 º, Campina do Monte Alegre (SP),717,687,846,634
 1398 º, Nova Aliança do Ivaí (PR),717,673,794,691
 1398 º, Eldorado do Sul (RS),717,717,844,609
 1398 º, São José do Alegre (MG),717,676,837,652
 1398 º, Cruzeiro do Oeste (PR),717,698,825,640
 1398 º, Tigrinhos (SC),717,688,846,633
 1398 º, Paula Freitas (PR),717,699,847,622
 1398 º, Fama (MG),717,700,863,610
 1398 º, Jaboatão dos Guararapes (PE),717,692,830,642
 1398 º, São Pedro do Ivaí (PR),717,702,836,627
 1398 º, Guaratuba (PR),717,737,828,604
 1398 º, Jacupiranga (SP),717,687,832,644
 1398 º, São José do Herval (RS),717,701,847,622
 1398 º, Piranguinho (MG),717,672,841,651
 1398 º, Juatuba (MG),717,670,849,649
 1398 º, Paranacity (PR),717,689,839,638
 1398 º, Getulina (SP),717,696,813,652
 1398 º, Santa Inês (PR),717,675,827,659
 1427 º, Torixoréu (MT),716,684,806,666
 1427 º, Bela Vista de Goiás (GO),716,721,837,607
 1427 º, Ribeirão Claro (PR),716,704,832,627
 1427 º, Taquaral de Goiás (GO),716,700,846,619
 1427 º, Luís Eduardo Magalhães (BA),716,754,826,590
 1427 º, Paulo Lopes (SC),716,707,865,600
 1427 º, Jacinto Machado (SC),716,708,818,633
 1427 º, Piedade (SP),716,694,848,624
 1427 º, Bela Vista do Paraíso (PR),716,721,844,604
 1427 º, Júlio de Castilhos (RS),716,733,833,602
 1427 º, Capitão Leônidas Marques (PR),716,712,829,623
 1427 º, Doutor Pedrinho (SC),716,714,843,609
 1427 º, Fênix (PR),716,669,825,665
 1427 º, Juína (MT),716,733,845,593
 1427 º, Matupá (MT),716,706,824,631
 1427 º, Diamantina (MG),716,693,839,632
 1427 º, Balneário Barra do Sul (SC),716,713,844,611
 1427 º, Goianá (MG),716,682,835,644
 1427 º, Petrolândia (SC),716,740,802,618
 1427 º, Campos dos Goytacazes (RJ),716,715,830,619
 1427 º, Manoel Ribas (PR),716,725,806,628
 1427 º, Davinópolis (GO),716,702,862,606
 1427 º, Júlio Mesquita (SP),716,659,813,686
 1427 º, Ernestina (RS),716,703,854,612
 1427 º, Nova Prata do Iguaçu (PR),716,711,798,646
 1427 º, Paiçandu (PR),716,697,833,632
 1427 º, Santo Antônio do Paraíso (PR),716,683,813,662
 1454 º, Nova Serrana (MG),715,709,864,597
 1454 º, Formoso (GO),715,686,834,639
 1454 º, Pedregulho (SP),715,716,820,623
 1454 º, São Vicente de Minas (MG),715,673,845,644
 1454 º, Quinta do Sol (PR),715,689,842,631
 1454 º, Morungaba (SP),715,726,802,627
 1454 º, Aguaí (SP),715,703,858,606
 1454 º, Nova Canaã Paulista (SP),715,673,806,675
 1454 º, Farol (PR),715,671,818,665
 1454 º, Niquelândia (GO),715,709,806,640
 1454 º, Pinheiral (RJ),715,709,801,643
 1454 º, Palmares do Sul (RS),715,725,852,592
 1454 º, Rio Brilhante (MS),715,720,861,590
 1454 º, São Gonçalo do Sapucaí (MG),715,706,850,609
 1454 º, Orizona (GO),715,722,827,612
 1454 º, Arvoredo (SC),715,713,842,610
 1454 º, Formosa do Sul (SC),715,728,845,593
 1454 º, São Sebastião da Amoreira (PR),715,689,814,651
 1454 º, Jaguapitã (PR),715,714,834,615
 1454 º, Jacutinga (MG),715,722,864,586
 1454 º, Pouso Novo (RS),715,765,845,566
 1454 º, Itaguaí (RJ),715,703,814,638
 1454 º, Santa Carmem (MT),715,703,827,628
 1454 º, Queiroz (SP),715,662,811,681
 1454 º, Severínia (SP),715,709,807,638
 1454 º, Parauapebas (PA),715,701,809,644
 1454 º, Passa Quatro (MG),715,683,860,623
 1454 º, Santa Luzia (MG),715,682,859,625
 1454 º, Paraguaçu (MG),715,690,850,623
 1454 º, Flórida Paulista (SP),715,702,807,646
 1454 º, Machado (MG),715,719,848,600
 1454 º, Putinga (RS),715,745,873,563
 1486 º, Sobral (CE),714,647,832,675
 1486 º, Mormaço (RS),714,735,860,576
 1486 º, Laranjal (MG),714,694,857,613
 1486 º, Glorinha (RS),714,716,859,593
 1486 º, Santa Rita do Araguaia (GO),714,703,842,616
 1486 º, Terra Roxa (PR),714,697,818,639
 1486 º, Quatiguá (PR),714,691,803,655
 1486 º, Anicuns (GO),714,695,834,627
 1486 º, Populina (SP),714,699,804,647
 1486 º, Fátima do Sul (MS),714,719,815,621
 1486 º, Nova Esperança do Sudoeste (PR),714,714,805,633
 1486 º, Tapurah (MT),714,738,831,594
 1486 º, Alta Floresta (MT),714,709,817,629
 1486 º, Catanduvas (SC),714,723,806,625
 1486 º, Santa Teresa (ES),714,722,834,604
 1486 º, Riqueza (SC),714,702,830,624
 1486 º, Rio Pomba (MG),714,694,863,609
 1486 º, Ijaci (MG),714,663,840,654
 1486 º, Campo Alegre (SC),714,677,845,636
 1486 º, Nantes (SP),714,655,790,702
 1486 º, Santo Antônio do Jardim (SP),714,703,835,620
 1486 º, Avaí (SP),714,674,830,650
 1486 º, Juscimeira (MT),714,678,842,637
 1486 º, Torre de Pedra (SP),714,679,829,647
 1486 º, Itaquaquecetuba (SP),714,665,844,648
 1486 º, Vassouras (RJ),714,719,813,624
 1486 º, Nova Santa Helena (MT),714,745,809,603
 1486 º, Ji-Paraná (RO),714,728,810,617
 1514 º, Colíder (MT),713,732,819,604
 1514 º, Seropédica (RJ),713,695,805,648
 1514 º, Alto Paraíso de Goiás (GO),713,723,819,611
 1514 º, Itaqui (RS),713,687,843,626
 1514 º, Carlópolis (PR),713,696,832,625
 1514 º, Curvelo (MG),713,689,851,617
 1514 º, Porto Real (RJ),713,688,817,645
 1514 º, Florínia (SP),713,678,820,652
 1514 º, Nova Iguaçu (RJ),713,691,818,641
 1514 º, Palestina de Goiás (GO),713,656,837,660
 1514 º, Miracema (RJ),713,696,805,646
 1514 º, Itapecerica (MG),713,692,846,618
 1514 º, Bom Jesus dos Perdões (SP),713,716,802,631
 1514 º, Itaocara (RJ),713,696,820,635
 1514 º, Imbuia (SC),713,716,840,602
 1514 º, Portão (RS),713,725,856,584
 1514 º, Águas de Chapecó (SC),713,712,811,629
 1514 º, Canudos do Vale (RS),713,751,840,574
 1514 º, Carapebus (RJ),713,699,805,644
 1514 º, Cajuru (SP),713,693,825,633
 1514 º, Santa Fé de Goiás (GO),713,703,847,608
 1514 º, Irapuã (SP),713,688,844,624
 1514 º, Itaí (SP),713,692,830,630
 1514 º, Guarantã (SP),713,698,832,623
 1514 º, Carmo do Rio Verde (GO),713,677,824,649
 1514 º, Perobal (PR),713,684,830,638
 1514 º, Rondon (PR),713,724,820,610
 1514 º, São José das Palmeiras (PR),713,686,844,627
 1514 º, Crato (CE),713,655,822,673
 1514 º, Presidente Castelo Branco (PR),713,695,857,608
 1514 º, Cruzeiro do Sul (PR),713,682,828,641
 1514 º, Nipoã (SP),713,701,814,636
 1546 º, Tapira (MG),712,759,847,561
 1546 º, Planura (MG),712,711,852,597
 1546 º, Sede Nova (RS),712,751,886,543
 1546 º, Bom Jesus do Oeste (SC),712,725,830,601
 1546 º, Jaguari (RS),712,734,866,567
 1546 º, Congonhal (MG),712,681,847,626
 1546 º, São Pedro da Aldeia (RJ),712,721,801,626
 1546 º, Conceição das Alagoas (MG),712,734,862,570
 1546 º, Nova Venécia (ES),712,692,841,621
 1546 º, Conceição de Macabu (RJ),712,698,806,642
 1546 º, Ribeirão Bonito (SP),712,712,811,625
 1546 º, Erebango (RS),712,689,837,626
 1546 º, Irapuru (SP),712,691,839,622
 1546 º, Morro Agudo (SP),712,716,836,604
 1546 º, Eugênio de Castro (RS),712,697,885,584
 1546 º, Lindolfo Collor (RS),712,712,842,601
 1546 º, Itabuna (BA),712,695,807,643
 1546 º, Santa Vitória do Palmar (RS),712,709,861,591
 1546 º, Petrolina de Goiás (GO),712,674,834,643
 1546 º, Crissiumal (RS),712,702,835,616
 1546 º, Jardim (MS),712,718,845,595
 1546 º, Feira de Santana (BA),712,710,820,619
 1546 º, Biritiba Mirim (SP),712,710,795,640
 1546 º, Alambari (SP),712,682,805,658
 1546 º, Venâncio Aires (RS),712,736,818,600
 1546 º, Uru (SP),712,678,832,639
 1546 º, Vianópolis (GO),712,710,818,622
 1546 º, Japurá (PR),712,698,829,623
 1574 º, Barão de Antonina (SP),711,676,820,649
 1574 º, Lambari (MG),711,693,871,596
 1574 º, Israelândia (GO),711,664,831,652
 1574 º, Campo Belo (MG),711,706,868,586
 1574 º, Alcinópolis (MS),711,733,858,572
 1574 º, Duque de Caxias (RJ),711,692,833,624
 1574 º, Paranaiguara (GO),711,702,836,613
 1574 º, Jaborandi (SP),711,679,845,627
 1574 º, Cezarina (GO),711,684,807,652
 1574 º, Paulicéia (SP),711,692,811,640
 1574 º, Varjão de Minas (MG),711,673,847,631
 1574 º, Ribeirão Corrente (SP),711,688,814,642
 1574 º, Morrinhos do Sul (RS),711,720,842,593
 1574 º, Igaratá (SP),711,683,855,616
 1574 º, Chiador (MG),711,742,868,559
 1574 º, Sapiranga (RS),711,722,832,598
 1574 º, Rio Novo do Sul (ES),711,692,837,620
 1574 º, Missal (PR),711,714,828,608
 1574 º, Piquerobi (SP),711,669,836,644
 1574 º, Vicentina (MS),711,689,835,626
 1574 º, Medeiros (MG),711,722,851,584
 1595 º, Bataguassu (MS),710,698,847,606
 1595 º, São Miguel Arcanjo (SP),710,708,799,633
 1595 º, Colômbia (SP),710,689,802,647
 1595 º, São Miguel da Boa Vista (SC),710,733,795,615
 1595 º, Witmarsum (SC),710,739,870,557
 1595 º, Brejo Alegre (SP),710,702,826,618
 1595 º, Nazário (GO),710,702,808,631
 1595 º, Apiaí (SP),710,662,835,647
 1595 º, Barracão (RS),710,711,885,568
 1595 º, Rio Bonito (RJ),710,705,819,620
 1595 º, Caicó (RN),710,703,824,619
 1595 º, Marechal Floriano (ES),710,715,849,589
 1595 º, Terra Rica (PR),710,698,837,613
 1595 º, Alfredo Chaves (ES),710,703,832,611
 1595 º, Cachoeira Alta (GO),710,750,840,569
 1595 º, Buriti Alegre (GO),710,700,831,614
 1595 º, Pimenta Bueno (RO),710,726,803,613
 1595 º, Ibiúna (SP),710,700,832,614
 1595 º, Santa Cruz de Monte Castelo (PR),710,681,831,633
 1595 º, Santa Vitória (MG),710,718,865,576
 1595 º, Quarto Centenário (PR),710,724,819,603
 1595 º, Prado Ferreira (PR),710,707,852,593
 1595 º, Pouso Alto (MG),710,736,847,573
 1595 º, Pitangueiras (PR),710,670,842,634
 1595 º, Novo Itacolomi (PR),710,681,831,633
 1595 º, Nova Olímpia (PR),710,699,813,631
 1595 º, Monte Santo de Minas (MG),710,689,874,595
 1595 º, Lupionópolis (PR),710,703,856,595
 1595 º, Limeira do Oeste (MG),710,693,834,620
 1595 º, Lima Duarte (MG),710,705,861,590
 1595 º, Leandro Ferreira (MG),710,707,875,579
 1595 º, Estrela Dalva (MG),710,719,867,574
 1595 º, Ibaiti (PR),710,738,813,596
 1595 º, Monteiro Lobato (SP),710,692,826,627
 1595 º, Itanhangá (MT),710,699,856,597
 1595 º, Glória D'Oeste (MT),710,684,823,636
 1595 º, Carmo do Cajuru (MG),710,695,853,605
 1595 º, Capitólio (MG),710,709,825,612
 1595 º, Três Coroas (RS),710,740,829,584
 1595 º, Paulo Bento (RS),710,730,858,571
 1595 º, Timburi (SP),710,688,826,629
 1595 º, Pinheirinho do Vale (RS),710,713,828,607
 1595 º, Taiaçu (SP),710,701,814,628
 1638 º, Ampére (PR),709,699,824,620
 1638 º, Serra do Navio (AP),709,659,783,692
 1638 º, Cláudio (MG),709,701,846,602
 1638 º, Taguaí (SP),709,690,818,631
 1638 º, Magé (RJ),709,685,832,626
 1638 º, Goiás (GO),709,713,805,621
 1638 º, Pirapetinga (MG),709,680,841,624
 1638 º, Rio Negro (MS),709,702,869,585
 1638 º, Sandovalina (SP),709,665,812,659
 1638 º, Ouro Verde do Oeste (PR),709,688,817,634
 1638 º, Juquitiba (SP),709,680,791,662
 1638 º, Tupanciretã (RS),709,721,828,596
 1638 º, Cruzeiro do Iguaçu (PR),709,703,792,641
 1638 º, Visconde do Rio Branco (MG),709,709,850,591
 1638 º, Silvânia (GO),709,721,814,606
 1638 º, Dom Silvério (MG),709,661,847,636
 1638 º, Nova Era (MG),709,675,825,639
 1638 º, Campanha (MG),709,715,849,587
 1638 º, São Pedro do Sul (RS),709,698,824,619
 1638 º, Paranapoema (PR),709,680,834,629
 1638 º, Gália (SP),709,684,823,634
 1638 º, São Gabriel da Palha (ES),709,739,835,578
 1638 º, Rio Paranaíba (MG),709,725,855,575
 1638 º, Saquarema (RJ),709,714,804,621
 1638 º, Jardinópolis (SC),709,708,823,611
 1638 º, Nossa Senhora das Graças (PR),709,679,832,631
 1638 º, Cantagalo (RJ),709,705,822,614
 1665 º, Ibirarema (SP),708,692,817,628
 1665 º, São João Nepomuceno (MG),708,696,850,600
 1665 º, Mirim Doce (SC),708,683,821,633
 1665 º, Tenente Portela (RS),708,709,830,603
 1665 º, São Sepé (RS),708,708,871,576
 1665 º, Conchal (SP),708,699,827,614
 1665 º, São José de Ribamar (MA),708,642,790,700
 1665 º, Alvorada do Sul (PR),708,695,826,617
 1665 º, Romaria (MG),708,722,813,604
 1665 º, Itaiópolis (SC),708,700,836,606
 1665 º, Jateí (MS),708,716,857,579
 1665 º, Piraí do Sul (PR),708,702,816,619
 1665 º, Ibicaré (SC),708,734,826,586
 1665 º, Araporã (MG),708,676,813,646
 1665 º, Alvorada (TO),708,677,843,623
 1665 º, Galvão (SC),708,704,815,618
 1665 º, Paulo Frontin (PR),708,688,806,639
 1665 º, Cáceres (MT),708,691,813,633
 1665 º, Flor do Sertão (SC),708,736,792,608
 1665 º, Pedra do Indaiá (MG),708,688,843,611
 1665 º, Dom Pedrito (RS),708,715,848,585
 1665 º, Atílio Vivácqua (ES),708,663,841,637
 1665 º, Madre de Deus (BA),708,670,794,667
 1665 º, Coromandel (MG),708,730,860,565
 1665 º, Abadia de Goiás (GO),708,687,830,622
 1665 º, Piraí (RJ),708,714,803,620
 1665 º, Campos Borges (RS),708,704,819,616
 1665 º, Apiúna (SC),708,735,827,584
 1665 º, Juranda (PR),708,678,818,639
